,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,undPriceAsk,undPriceBid,undPriceMid,undPriceLondonTime,undPriceTimestamp
30,PLTR210122P00031000,2021-01-11 19:24:54,31.0,5.5,5.4,5.65,0.0,0.0,16,29,0.9355475195312499,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
31,PLTR210122P00031500,2021-01-08 14:47:41,31.5,6.4,5.8,6.0,0.0,0.0,4,11,0.8476577734374999,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
32,PLTR210122P00032000,2021-01-11 18:09:39,32.0,6.39,6.35,6.45,0.0,0.0,12,42,0.8945323046874999,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
33,PLTR210122P00032500,2021-01-08 14:46:59,32.5,6.45,6.85,6.95,0.0,0.0,9,45,0.9414068359375,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
34,PLTR210122P00033000,2021-01-11 20:07:28,33.0,7.4,7.35,7.6,0.0,0.0,2,30,1.08203583984375,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
35,PLTR210122P00033500,2021-01-08 15:22:53,33.5,7.67,7.75,7.95,0.0,0.0,2,1,0.9511723632812499,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
36,PLTR210122P00035000,2021-01-08 14:49:36,35.0,10.65,9.4,9.6,0.0,0.0,7,42,1.29297228515625,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
37,PLTR210122P00036000,2021-01-11 15:39:19,36.0,9.8,10.25,10.55,0.0,0.0,1,11,1.2343788281249999,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
38,PLTR210122P00040000,2021-01-07 16:13:55,40.0,15.25,14.25,14.5,0.0,0.0,6,20,1.46875265625,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
0,PLTR210129P00015000,2021-01-11 20:07:11,15.0,0.02,0.0,0.03,0.0,0.0,6,590,1.0468797656250002,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
1,PLTR210129P00017000,2021-01-11 18:25:16,17.0,0.06,0.04,0.06,0.0,0.0,17,94,0.98437515625,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
2,PLTR210129P00017500,2021-01-11 19:52:56,17.5,0.07,0.05,0.07,0.0,0.0,1,13,0.9531254687499999,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
3,PLTR210129P00018500,2021-01-12 14:36:56,18.5,0.1,0.1,0.11,-0.009999998,-9.090907,8,395,0.9335944140625,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
4,PLTR210129P00019000,2021-01-12 14:41:48,19.0,0.11,0.11,0.15,-0.040000007,-26.666668,1,3434,0.914063359375,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
5,PLTR210129P00019500,2021-01-11 20:04:03,19.5,0.18,0.16,0.18,0.0,0.0,239,455,0.9062509375,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
6,PLTR210129P00020000,2021-01-12 14:40:25,20.0,0.17,0.21,0.22,-0.049999997,-22.72727,28,1235,0.8945323046874999,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
7,PLTR210129P00020500,2021-01-12 14:46:27,20.5,0.27,0.26,0.29,-0.00999999,-3.5714252,1,427,0.8886729882812499,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
8,PLTR210129P00021000,2021-01-12 14:47:02,21.0,0.33,0.35,0.36,-0.03999999,-10.810808,13,1069,0.8886729882812499,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
9,PLTR210129P00021500,2021-01-12 14:39:41,21.5,0.36,0.42,0.44,-0.109999985,-23.404251,1,783,0.8740246972656249,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
10,PLTR210129P00022000,2021-01-12 14:49:49,22.0,0.5,0.51,0.55,-0.029999971,-5.6603723,17,1696,0.867188828125,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
11,PLTR210129P00022500,2021-01-12 14:42:03,22.5,0.58,0.64,0.66,-0.100000024,-14.705885,41,840,0.8632826171875,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
12,PLTR210129P00023000,2021-01-12 14:47:39,23.0,0.77,0.78,0.8,-0.04000002,-4.938274,473,1433,0.86132951171875,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
